[20.0, 68.0, 293.15, 46.0]
[20.0, 68.0, 293.15, 40.0]
[20.0, 68.0, 293.15, 40.0]
[20.0, 68.0, 293.15, 39.0]
[20.0, 68.0, 293.15, 47.0]
[20.0, 68.0, 293.15, 42.0]
[20.0, 68.0, 293.15, 41.0]
[20.0, 68.0, 293.15, 39.0]
[20.0, 68.0, 293.15, 45.0]
[20.0, 68.0, 293.15, 40.0]
[20.0, 68.0, 293.15, 39.0]
[20.0, 68.0, 293.15, 39.0]
